wallet_address,referrer_wallet,current_level,activation_sequence,activation_time,total_nft_claimed
0x933F5B316a4bA5a138a544c6fC063AF43F81b987,0x3D915A3Bf7c7e0C9991643198E5131Ce1A70ADC0,1,920,3/19/2025 11:18,1
0x80D4de4ED47c6F16b67f8f9ceb83D4403bBb8c0b,0xCe2d87ead4798943b0304F1A05066eB773e4b84d,1,921,3/19/2025 15:13,1
0x717C449C646056f125a0180Bba9d25a0b542bA12,0xfEC2F7c203621AA32841CC8b4404C617b9b7ADB6,1,922,3/19/2025 18:28,1
0x773D6B339Af335bA2eda66C473292e9425CA3881,0xfEC2F7c203621AA32841CC8b4404C617b9b7ADB6,1,923,3/19/2025 18:30,1
0x1C7A013ec27fefa3fE62ABe8b58722a02E9a7894,0x63229b71802bc8f16C3AE7f013e0EFAe4801C925,1,924,3/19/2025 18:33,1
0x1d2FE824f5DA49ce3c401Ce534C775A38786B8de,0x63229b71802bc8f16C3AE7f013e0EFAe4801C925,1,925,3/19/2025 18:47,1
0x6cF7bdde47A4f4993FC9A1fdf124233D9698d45B,0x47c17C2EC6A2bF79D5163C3C7641CE029A82265c,1,926,3/20/2025 1:41,1
0x9cb76c1a48A52ADe340Aa21F59746A80b95C1D58,0xC1b8B2D067D9ecFEDCdcADE8919FecFf0fA67EA1,1,927,3/20/2025 3:24,1
0xE90fB873778e152576f59cfafbeC2dEaBf3ebbcC,0x9cb76c1a48A52ADe340Aa21F59746A80b95C1D58,1,928,3/20/2025 3:37,1
0x7320FDEbA13A571bB1eDe21D8fb8845FD04f1E77,0x9cb76c1a48A52ADe340Aa21F59746A80b95C1D58,1,929,3/20/2025 4:25,1
0xb069fBc1445e62Dad70A571009E97Af03Ef86017,0x6e70d0389EFf7A88Cbb1b49653249AF4A595Fc9d,1,930,3/20/2025 4:34,1
0x998aF376581aa9893a5df88cBd8Ede9240128195,0xE90fB873778e152576f59cfafbeC2dEaBf3ebbcC,1,931,3/20/2025 6:39,1
0xF415f0D66B9557cfB00387085058AB120a159cB9,0xD487847fEAb4036C75a3616593cdd2a6ea6575dd,1,932,3/20/2025 7:19,1
0xc3EadD2eF1352be3C92Cdcfc5D2b47267431457f,0xE90fB873778e152576f59cfafbeC2dEaBf3ebbcC,1,933,3/20/2025 7:36,1
0xD22b581BF9f0Dfd85D4091e1e7A3cbEDDf025E21,0xf81e0733C44dBC7DFf15C590D9b97faFCb650A61,1,934,3/20/2025 7:51,1
0xeB94809b854f52c93125b3A04D54609570953708,0xd7CD1A74E289c18FA5E2a21871f4cE5Ca560F4B4,2,935,3/20/2025 8:35,2
0xAf2801260C4937423ED4aAc9FdeAb4650235A32d,0xeB94809b854f52c93125b3A04D54609570953708,1,936,3/20/2025 8:54,1
0xdD6c52ff898D616014F90b6F762987B139306809,0xD22b581BF9f0Dfd85D4091e1e7A3cbEDDf025E21,1,937,3/20/2025 10:14,1
0x1b34EC3e81b79d3CcCB6dbf99AD90ae9f1e17D49,0x928DCcBbbC5D5ADDFD3d8a0263b1D0406EA0CF9a,1,938,3/20/2025 11:23,1
0xbC43EF49c90Cbc8044DD7fF110DC71363c0954Af,0xF415f0D66B9557cfB00387085058AB120a159cB9,1,939,3/20/2025 13:11,1
0xe8f89b4B8403004e6d278a8F910EAfd2Be14e8F1,0xD487847fEAb4036C75a3616593cdd2a6ea6575dd,1,940,3/20/2025 14:09,1
0xF55b2d466D8AB61484EB15377008b1C81e578442,0xFC5afb6c72C37B6b6aC5ea1624AA7a10c0A6395e,1,941,3/20/2025 14:22,1
0xbB1699fE3Df297183636c5A1D9aa55AcC038a77E,0xbC43EF49c90Cbc8044DD7fF110DC71363c0954Af,1,942,3/20/2025 14:28,1
0x4bF7bb708D894a07D6C6AD4cAa6AF0bA6621Db6d,0x7C7E0887818ed3aE573e2E61c0f2484BDDf855f0,2,943,3/20/2025 14:49,2
0xCEe689EE9F2299B38895bE465F55FF3757e26bcD,0x4bF7bb708D894a07D6C6AD4cAa6AF0bA6621Db6d,1,944,3/20/2025 14:53,1
0x767A466C42DFeb47E0a8F32c21A0641331724429,0x4bF7bb708D894a07D6C6AD4cAa6AF0bA6621Db6d,1,945,3/20/2025 14:55,1
0xDEbEad557a48BbFA51bCE4A2Ae81d71CaD8E07F4,0x4bF7bb708D894a07D6C6AD4cAa6AF0bA6621Db6d,1,946,3/20/2025 14:58,1
0xFa64eB940FE080edef6Af529C8aD28432Fa738d6,0xbB1699fE3Df297183636c5A1D9aa55AcC038a77E,1,947,3/20/2025 15:48,1
0xc988410C6610CAA9627040c972C54B37774d7445,0x1b34EC3e81b79d3CcCB6dbf99AD90ae9f1e17D49,1,948,3/20/2025 15:55,1
0xE8fEc22dF4092CD79D3b61197212e6F0FD275Be2,0xA6b89C75505177E8d1e1994F91df9e501D3f45d8,2,949,3/20/2025 16:23,2
0x17E9fCE3da11544969737C9663790D6D8Dbb1a8d,0x1CA618b1f5DAd52d7589a8c39aB76D5ABA9A9135,1,950,3/20/2025 16:31,1
0xa75E8a89270A72a25a2EFBFF4018422a56CE0941,0x1CA618b1f5DAd52d7589a8c39aB76D5ABA9A9135,1,951,3/20/2025 16:33,1
0xF4bAed0c3851feA6dBE569B6593EB3D9c4abb9Bf,0x980A05b5A059807D808396622cC4842A4D63D3F5,1,952,3/20/2025 16:37,1
0x0177A9B04c4Ccc7c5483619Dc4DE3140f0C35285,0x980A05b5A059807D808396622cC4842A4D63D3F5,1,953,3/20/2025 16:45,1
0x66aaE901DF7cfC26dA62bdf75775Af9fc4AFe3b8,0x4d0848ADe53023EA61BaeE5dF5e875d94bB206B6,1,954,3/20/2025 16:55,1
0x15096eFb35DDCe8F2DDdCB5e403200f7f0994101,0x4d0848ADe53023EA61BaeE5dF5e875d94bB206B6,1,955,3/20/2025 16:58,1
0x7400f68f74132828b1A74d5353E8B57dB624aAfe,0x4F08750a596A957b62E6EEd48365D745b43351b3,1,956,3/20/2025 17:01,1
0xBd51815093A35e5D511a74301FDfB4cc215530Ab,0x4F08750a596A957b62E6EEd48365D745b43351b3,1,957,3/20/2025 17:04,1
0x747e39B4709f6d4D96237c3990bDEBAcc8c84809,0x6093279B7391a2cA64a92a5785f2cdc80EB0D7c6,2,958,3/20/2025 17:23,2
0x5DcE01bF9111858fAA4c6883E72Ae6BbB58D68C4,0x747e39B4709f6d4D96237c3990bDEBAcc8c84809,1,959,3/20/2025 17:28,1
0x8DE3F4B1a52cDc15A9F6270224F2221ed7087ab8,0x747e39B4709f6d4D96237c3990bDEBAcc8c84809,1,960,3/20/2025 17:31,1
0xAEc4eB4Ed0aE5FA4e52be4eE1Edc4e5b1dDA1B9f,0x9C94AF6EA9FAD3296d851d78Eadf2d922226Ef9d,1,961,3/20/2025 17:31,1
0x88241E90359dd8d4A1D82416160f8260456A8916,0x9C94AF6EA9FAD3296d851d78Eadf2d922226Ef9d,1,962,3/20/2025 17:34,1
0xBa6106F3B44eCcA4AcFB24A9E6eBe6D8e6750245,0x747e39B4709f6d4D96237c3990bDEBAcc8c84809,1,963,3/20/2025 17:35,1
0xdB28354269EF4a4bd5504580Fa7D0FCe529D150c,0xF52C1EF342f45CE21B4D49fFcFe95D81ED07D993,1,964,3/20/2025 17:36,1
0xcaDAD826FD947eA233540729C86547cE857D3eF2,0xF52C1EF342f45CE21B4D49fFcFe95D81ED07D993,1,965,3/20/2025 17:41,1
0x35eAEF53cA8c34c6f9A75dc3145460DF3f37b5eB,0xccF2f2CC0705F792ea3f8825fE461388033fC90d,1,966,3/20/2025 17:51,1
0x5B9DA18b02508F4e85Fb7C24844d267b2db5a183,0xccF2f2CC0705F792ea3f8825fE461388033fC90d,1,967,3/20/2025 17:54,1
0x79cb8F380b31fDC438cbCb15b19289E25f514a4b,0x3528f6fd37ed5B495ceB7044D0c57Ed96d45EC3c,1,968,3/20/2025 18:06,1
0x6e5ACC49Fe4e27c0DEad042B5bf0483B6656DF80,0x3528f6fd37ed5B495ceB7044D0c57Ed96d45EC3c,1,969,3/20/2025 18:11,1
0xB013fB4679D09BD7A302EeF3F120E0299651F18d,0x32B52ed13E45832E4fBEaE3824c1a731856AC02d,1,970,3/20/2025 18:24,1
0xCAD910b88f60773a5d5bbF9d93775fD524a6D58c,0x32B52ed13E45832E4fBEaE3824c1a731856AC02d,1,971,3/20/2025 18:26,1
0xE52333aC76b8F59759323fAa20e1f9f33310E5Fc,0x1b34EC3e81b79d3CcCB6dbf99AD90ae9f1e17D49,1,972,3/21/2025 4:37,1
0xb5a1A2D92bC97Fe2FCC03Bb62B92F79f4Ee04898,0x3b28b6cae6bDd185733bC564780E4CfD9319a9D7,1,973,3/21/2025 5:15,1
0x863f2dE35fa4E555278FBB818D5FfFB1Bb7a0c53,0x1A7f362ea90c3B889E6ba14F0a8bcCFe2Cb57980,1,974,3/21/2025 5:55,1
0x4c6807C4cbe25bb719FbA0EfE96864de3eBd4540,0x863f2dE35fa4E555278FBB818D5FfFB1Bb7a0c53,1,975,3/21/2025 6:25,1
0x0FD8bEb80f4480bD247832E6DD5c3DbE356e3431,0xf81e0733C44dBC7DFf15C590D9b97faFCb650A61,1,976,3/21/2025 6:41,1
0x517cA4DDf57F4420FCA299F8CD30FC6A2f720FCc,0x1b34EC3e81b79d3CcCB6dbf99AD90ae9f1e17D49,1,977,3/21/2025 6:50,1
0x784908a7dF8D676Ea14362346Aa0920e2aDeB523,0x517cA4DDf57F4420FCA299F8CD30FC6A2f720FCc,1,978,3/21/2025 7:16,1
0x97abA5EdDbd5680cBD477a3Daf6EE8246DC83C98,0x1Ec3c268A92E23CCD24BCe370328cC539C1775d7,1,979,3/21/2025 8:06,1
0x9CAABF70ff4e7f0800e36BbB8d30Ec7644624c06,0xFCE7f5158Fe0Fb620eF16362B3b82e0de1286B75,1,980,3/21/2025 8:26,1
0x09cD590D5eF1B243db1F408C40F24e5B075D4F0b,0xDC17f3440328F3984dE8908342dfcc9b8234E6B2,3,981,3/21/2025 8:30,3
0xEa51F2cC4f141237d3e2711011BBd19Ac7Cd4Fae,0xDC17f3440328F3984dE8908342dfcc9b8234E6B2,1,982,3/21/2025 8:34,1
0x6F755e4010868b391BEc02E9e6c67A53f38B3C5A,0xDC17f3440328F3984dE8908342dfcc9b8234E6B2,1,983,3/21/2025 8:38,1
0xb516Bd49425Feb49CcF46f5999e977997657BA4b,0x658cf58A8e875A683467B73Dd4fb3615DaC3559D,1,984,3/21/2025 8:44,1
0x94c6B0Ae513CDd6dBA1cC652057Da265CCe19320,0x658cf58A8e875A683467B73Dd4fb3615DaC3559D,1,985,3/21/2025 8:47,1
0xFAEb02A1390DA3F0B63a3F8dDB2cE91D51B71106,0x658cf58A8e875A683467B73Dd4fb3615DaC3559D,1,986,3/21/2025 8:49,1
0x9Ee7d8A442399Cb5C27f63e805183E514745c8D4,0xFCE7f5158Fe0Fb620eF16362B3b82e0de1286B75,1,987,3/21/2025 8:55,1
0x87A13EFEAFb42EA2c866efE12642b478AC05e667,0x1c23EcD04071d5C992DBcc7093B23C2F51f5cC10,1,988,3/21/2025 9:07,1
0xfdD1858fb02DB7E3719d63F1668cA3F343f99aE0,0xd7CD1A74E289c18FA5E2a21871f4cE5Ca560F4B4,1,989,3/21/2025 9:43,1
0x8C9661949E48aF7Dd064fBd1a3148Eb259DfE497,0x97EEf1f8dAB87f4b3571E0F8E709B0af61D75b6e,1,990,3/21/2025 9:53,1
0xC1dAAdD1C7546bE95646D7c7C21189d9d02C8B33,0xb1d5A6eBb4Bf452AddaF8468F03eA2d6621d0E0C,1,991,3/21/2025 10:39,1
0x2fDcc32985Ea68EEf990b1Ac4ba9B9354478878a,0x1b34EC3e81b79d3CcCB6dbf99AD90ae9f1e17D49,1,992,3/21/2025 10:58,1
0x893C82E568f861F6Bd35fc84A9C5fCF468D9E28b,0x8A089fCcFBC36f6d5Ebf432479B27818a461d1Fb,1,993,3/21/2025 12:05,1
0x3b5Ec8754290461e53Ee7649dBAe4B5BC98BA131,0xFC5afb6c72C37B6b6aC5ea1624AA7a10c0A6395e,1,994,3/21/2025 12:35,1
0xD5596B1a5DFaa7454F6347d52F30a7358b511822,0x09cD590D5eF1B243db1F408C40F24e5B075D4F0b,2,995,3/21/2025 13:05,2
0x505978A1f0B8c137CF99773824C41FB821Fd626a,0xe7419C46Aa8C4ff45D8613e71c82347F65e831Ab,1,996,3/21/2025 13:12,1
0x9b2a2356F3437Dc7ca8257A4ECa90d8031ee9Eb2,0xe7419C46Aa8C4ff45D8613e71c82347F65e831Ab,1,997,3/21/2025 13:16,1
0xF18639213dF082FfDa128A96d6a8636ca84ae159,0xe7419C46Aa8C4ff45D8613e71c82347F65e831Ab,1,998,3/21/2025 13:27,1
0x9472819D1FFa149cEDbD101B4449D67DC3260bcb,0xC1b8B2D067D9ecFEDCdcADE8919FecFf0fA67EA1,1,999,3/21/2025 13:38,1
0xf2D1B087CFDDc464127C501536bFeDB4D1eA1655,0xD5596B1a5DFaa7454F6347d52F30a7358b511822,2,1000,3/21/2025 14:14,2
0x5fAc2Cb13545bD261396812337B1FFF379Fc800f,0xD5596B1a5DFaa7454F6347d52F30a7358b511822,2,1001,3/21/2025 14:16,2
0x006BfeEA38864dF2D99A38e65A46b3de6a35a11f,0xD5596B1a5DFaa7454F6347d52F30a7358b511822,2,1002,3/21/2025 14:17,2
0xC69E367Ab521363f60D09e4bBD016BeF567A3482,0x6cF7bdde47A4f4993FC9A1fdf124233D9698d45B,1,1003,3/21/2025 14:51,1
0x8aAeF47C4D1fe37ba1c6434bAc6c6F32992E858C,0xE8fEc22dF4092CD79D3b61197212e6F0FD275Be2,1,1004,3/21/2025 15:39,1
0xF3856C5e5c4bfB247410F0AfB4F6b0d6cE06B12A,0xb808Aa2e256FDd53d051703203C54C044dB51bf7,2,1005,3/21/2025 15:42,2
0x1910F033b194b56f8E0e526825037B77c7C68cC1,0xF3856C5e5c4bfB247410F0AfB4F6b0d6cE06B12A,1,1006,3/21/2025 16:09,1
0x19aB7C19A76AF73D63234e0BdcfcA6B5286F9520,0xE8fEc22dF4092CD79D3b61197212e6F0FD275Be2,1,1007,3/21/2025 16:18,1
0x348E801a645FDc14e299327bc00aDc6F67280fd7,0xF3856C5e5c4bfB247410F0AfB4F6b0d6cE06B12A,1,1008,3/21/2025 16:21,1
0xe711eaDfB99533ee2E6DF10237743139a6c6C443,0x717C449C646056f125a0180Bba9d25a0b542bA12,1,1009,3/21/2025 16:21,1
0xEdad2BBa8Ca29437c702131e16b3E257985eC681,0x6e5ACC49Fe4e27c0DEad042B5bf0483B6656DF80,1,1010,3/21/2025 16:27,1
0x6cB07F6D10354b9899eDBB46666eC02aFA6E0C71,0xF3856C5e5c4bfB247410F0AfB4F6b0d6cE06B12A,1,1011,3/21/2025 16:34,1
0xBB5DDb10B9BD127Cd6daE5DB241710E1198F4b78,0x1C7A013ec27fefa3fE62ABe8b58722a02E9a7894,1,1012,3/21/2025 16:37,1
0x5c5A96da8ad0Af8a693942C8B32B803133E92F3f,0xE8fEc22dF4092CD79D3b61197212e6F0FD275Be2,1,1013,3/21/2025 16:48,1
0x1E00A1492fFaE41e5DcB929bb8226C93825833e9,0xB013fB4679D09BD7A302EeF3F120E0299651F18d,1,1014,3/21/2025 17:01,1
0xa31aa1cC688236918C7465f34068D00d7Cf8A5B7,0xF4bAed0c3851feA6dBE569B6593EB3D9c4abb9Bf,1,1015,3/21/2025 17:07,1
0x42564782c76E02073FE5388145F4b7c8f8983016,0x66aaE901DF7cfC26dA62bdf75775Af9fc4AFe3b8,1,1016,3/21/2025 17:13,1
0x94267Ac878344d78172d8de9e6655C708141078a,0x7400f68f74132828b1A74d5353E8B57dB624aAfe,1,1017,3/21/2025 17:19,1
0x9236c1837c925E97200FFCEbc0C7B76E0ef34A15,0xAEc4eB4Ed0aE5FA4e52be4eE1Edc4e5b1dDA1B9f,1,1018,3/21/2025 17:24,1
0x84Bc331C45b008FBd48f590a70a0aD7D55aEa499,0xdB28354269EF4a4bd5504580Fa7D0FCe529D150c,1,1019,3/21/2025 17:29,1
0x4Ad858266f7c7c6e7De0DF43815555F47C4a891f,0x09cD590D5eF1B243db1F408C40F24e5B075D4F0b,2,1020,3/21/2025 17:56,2
0xB2e46E43e27445432D74d08eeb2862262f292701,0x006BfeEA38864dF2D99A38e65A46b3de6a35a11f,2,1021,3/22/2025 4:53,2
0x1aE618dd9c977C49B6E4B48A57A4bC16F4C943A1,0xB2e46E43e27445432D74d08eeb2862262f292701,1,1022,3/22/2025 5:08,1
0xfef4C82b25A53018fEB96D773dC3b750Aa616a2C,0x1Ec3c268A92E23CCD24BCe370328cC539C1775d7,1,1023,3/22/2025 6:25,1
0xD2bDD1764B217A8A5676cdaB441C7481b49f8445,0xfdD1858fb02DB7E3719d63F1668cA3F343f99aE0,2,1024,3/22/2025 7:20,2
0x487185c531c666d1411F7bD8B3E91978C07e731e,0xD2bDD1764B217A8A5676cdaB441C7481b49f8445,2,1025,3/22/2025 7:40,2
0x345b9b7Ea1123001Dd9aedc9Fa03a73E51783828,0xE52333aC76b8F59759323fAa20e1f9f33310E5Fc,1,1026,3/22/2025 7:43,1
0x7bce4FF23E52E38f03093A482ADE24Bf6347F7Fd,0x487185c531c666d1411F7bD8B3E91978C07e731e,1,1027,3/22/2025 8:06,1
0xe509C073F28Ad307e51AeaA4Be809e82d57e06a1,0x282a9E654fF928Ba8F93dE0e08bE39Cab3953Cfe,1,1028,3/22/2025 8:08,1
0xBfcf00C495D887868190340a2a59fd5e6f4FAA22,0x3eA06e94703c89a8fAba648Ab43ae31d04597600,1,1029,3/22/2025 8:23,1
0x1A553251de22613f71918D2171034865f94D82f7,0x863f2dE35fa4E555278FBB818D5FfFB1Bb7a0c53,1,1030,3/22/2025 9:04,1
0xb08c7A6A15C90781B7b276CE17C1593685876701,0x1Ec3c268A92E23CCD24BCe370328cC539C1775d7,1,1031,3/22/2025 13:12,1
0xEd8c02B8979D38390e76482e7623A3bCBcCA6A6D,0x4eECd4CaEC2E2525846A30f192aa10920B8dEb22,2,1032,3/22/2025 14:44,2
0x8FA2ee618c6bDfB4bb8401f9eA0414f59a9B16ab,0x09cD590D5eF1B243db1F408C40F24e5B075D4F0b,2,1033,3/22/2025 15:10,2
0x7A1bd222d322d5F24e2FAED3B50Ea9Fd5BF13c6E,0x8FA2ee618c6bDfB4bb8401f9eA0414f59a9B16ab,1,1034,3/22/2025 15:14,1
0x64C84F50077B61bD4d7079F4E0b9585B16C97c61,0xEd8c02B8979D38390e76482e7623A3bCBcCA6A6D,2,1035,3/22/2025 15:18,2
0xbdC79c362e0e7A54EC253ad310686298B52DB816,0x7A1bd222d322d5F24e2FAED3B50Ea9Fd5BF13c6E,1,1036,3/22/2025 15:45,1
0x0aF99ADf5969aC8b913e85E64021450dF38421DD,0x286ED212B00A589bB17a8134730D8D83e1119374,1,1037,3/22/2025 16:41,1
0x3b4FB3aFb015f62DC567e3178BeAB41F659D0a9e,0x286ED212B00A589bB17a8134730D8D83e1119374,1,1038,3/22/2025 16:47,1
0xD13d40e6255CFc12eC19Db922c43B7DF36C5Fc2E,0x4eECd4CaEC2E2525846A30f192aa10920B8dEb22,1,1039,3/22/2025 16:49,1
0x64E041754f2782956d5b57bd42Fdf272BE9574e4,0x1910F033b194b56f8E0e526825037B77c7C68cC1,1,1040,3/22/2025 16:51,1
0x6f3CFEc11Ba8818627bBAAe64fA107d4eb74FCB9,0x6813B15ab6112A2Ecb01aC09ab1BfF11114Ca1Ff,1,1041,3/22/2025 20:50,1
0xB91942e0Bdca8bf214E6B028710088b9b8fF4742,0x64C84F50077B61bD4d7079F4E0b9585B16C97c61,2,1042,3/23/2025 8:29,2
0xaDD8622B134b20A826Ed833121400646a83d6a2C,0x64C84F50077B61bD4d7079F4E0b9585B16C97c61,1,1043,3/23/2025 9:00,1
0xB2311b183B3F452C6c020EAFE09DAb897F14Fdb7,0x64C84F50077B61bD4d7079F4E0b9585B16C97c61,1,1044,3/23/2025 9:11,1
0x240b034b452E574e53c04b6d6ffBCBe7D48a702e,0x317cf121740E680E1Ba7EF93396e10b081b5419A,1,1045,3/23/2025 10:16,1
0x1115D688f48A915FB73721562124C70792508C82,0x6813B15ab6112A2Ecb01aC09ab1BfF11114Ca1Ff,1,1046,3/23/2025 16:42,1
0x4eB43543277896a407f5d7B707dc582d0C0336a1,0xFC5afb6c72C37B6b6aC5ea1624AA7a10c0A6395e,1,1047,3/23/2025 17:51,1
0x871d3c32df0C6762aB01338f3B623a03Ee04145f,0x3C1FF5B4BE2A1FB8c157aF55aa6450eF66D7E242,1,1048,3/24/2025 2:15,1
0x2FaA74218536b33356C9609Df39c853E6bD461e8,0x3D915A3Bf7c7e0C9991643198E5131Ce1A70ADC0,1,1049,3/24/2025 6:27,1
0x91688abAB56fDE52431e27CfaCed05Ba2227f522,0x723ffdf133B55448bcA9Cc19B01F517f479A6DB5,1,1050,3/24/2025 7:02,1
0x333e1D14cBd3BC06d5fe31c97F13DCc8E284c25F,0xbe3d84Af8DCda26fD1eDbeED3DCc4dC4EDBD23AF,1,1051,3/24/2025 9:23,1
0x5763d76531a84a8c5d5f0c0312f0b7a1Ae3ba475,0x8881cCB9f47e32183D0ef636d73382238915ba97,1,1052,3/24/2025 9:43,1
0x6dfFe390fe896D7e63243ffcde2fB54dD60A78C0,0x8881cCB9f47e32183D0ef636d73382238915ba97,1,1053,3/24/2025 9:44,1
0xDD9edaD212Aaf34468e9C878B17846B04ce617a7,0x91688abAB56fDE52431e27CfaCed05Ba2227f522,1,1054,3/24/2025 10:23,1
0x9DE95cF3F62237444f8D0F7c6a4807646c6B1D67,0x91688abAB56fDE52431e27CfaCed05Ba2227f522,1,1055,3/24/2025 10:43,1
0xa319B63AA97C1d03c0dbD0437A0F340261EA1F0E,0xfdD1858fb02DB7E3719d63F1668cA3F343f99aE0,1,1056,3/24/2025 11:49,1
0xb30C5f03304002e6D3E6277efe8d207917F56C09,0xEd8c02B8979D38390e76482e7623A3bCBcCA6A6D,1,1057,3/24/2025 12:37,1
0x66C59F88Dda26F8bC758A0041716043eb667a60F,0xD8e3cFf789610F0204fA14398dEc34E98eA31690,1,1058,3/24/2025 15:25,1
0xbC35469e04Ad56fb9f1897Ae7f6292F909cfCa94,0x66C59F88Dda26F8bC758A0041716043eb667a60F,1,1059,3/24/2025 15:37,1
0x0DBC76D50e47da3D078900A09c2e2200eC4cDACd,0x66C59F88Dda26F8bC758A0041716043eb667a60F,1,1060,3/24/2025 15:43,1
0x3ee9a89b4509Ee8b86206583c7861bEfab7ac241,0x487185c531c666d1411F7bD8B3E91978C07e731e,2,1061,3/25/2025 5:21,2
0x023A94D5E04b79234eF842890fdBFB93eb867C87,0xbC35469e04Ad56fb9f1897Ae7f6292F909cfCa94,1,1062,3/25/2025 5:55,1
0x9d6120eb3C36E6dc7DB18261FFb57cB5E638E182,0x023A94D5E04b79234eF842890fdBFB93eb867C87,1,1063,3/25/2025 6:13,1
0x3418BE22e89DfcFba0FD4676C1816268eE7BB36D,0x023A94D5E04b79234eF842890fdBFB93eb867C87,1,1064,3/25/2025 6:19,1
0x1207525b8041b3B6038555b4046e094106b3Db22,0x94F37ae60BF1D27a5cE238E3f22c9F0F3cFf7268,1,1065,3/25/2025 6:58,1
0xA68EDe42b46b1BC4b4138d0De3077537F315040f,0x7Cbc01f819289e188c96E636A6E2803CFb066C17,1,1066,3/25/2025 7:13,1
0x58C2F95529E0978A2Baf4787c3d4BF2105Ff99c7,0xA68EDe42b46b1BC4b4138d0De3077537F315040f,1,1067,3/25/2025 7:16,1
0xEB3BBd247B8Ac53Dd4D2B1F4B24A981e4B0D9346,0xd7CD1A74E289c18FA5E2a21871f4cE5Ca560F4B4,1,1068,3/25/2025 7:36,1
0x21964475f734E36CcBe7c6e2A0A4084BFFe08f24,0xd47BEa925782BF1855449E823eeCc2285420C046,2,1069,3/25/2025 10:34,2
0x1b94881ac511A93301C23008e53AcBCF1d1065Ca,0xD8e3cFf789610F0204fA14398dEc34E98eA31690,1,1070,3/25/2025 12:46,1
0x56272D0F1083b7f7A64f14CF8B4dFaD39232982a,0xEF229BE704A19c489b935fCeB9A8023483230534,2,1071,3/25/2025 12:59,2
0x474e2984974c5ADc5799f2e8526ecf6E106Ba8CC,0xddeb7EE4d4285daA71D3255FfA13AC945188F672,1,1072,3/25/2025 13:06,1
0x889D05dAa135612Fb67A0701115A178D4C8a37D3,0x1b94881ac511A93301C23008e53AcBCF1d1065Ca,1,1073,3/25/2025 13:18,1
0x35A563be81a4aB7653435C6bb5061D1086614aBE,0xddeb7EE4d4285daA71D3255FfA13AC945188F672,1,1074,3/25/2025 13:33,1
0x9c4E17f4565bF9cEC1D5Be5198f92b38767e2303,0x889D05dAa135612Fb67A0701115A178D4C8a37D3,1,1075,3/25/2025 13:48,1
0x0593626AA97B9D064AC56e3372d0F5054dC9dC3F,0xbC35469e04Ad56fb9f1897Ae7f6292F909cfCa94,1,1076,3/25/2025 14:12,1
0x589f11b8b87ae87A358113e355217057dC99593e,0x0593626AA97B9D064AC56e3372d0F5054dC9dC3F,1,1077,3/25/2025 14:16,1
0xAb5D171d6Cb1E09FCC1d19Af756A80A438B62542,0x0593626AA97B9D064AC56e3372d0F5054dC9dC3F,1,1078,3/25/2025 14:19,1
0x95090FC99F492e558CeAD1B98B320a3D2532f9DC,0x21964475f734E36CcBe7c6e2A0A4084BFFe08f24,1,1079,3/25/2025 15:14,1
0x31De3d5644Ef6e0169874932BcfF5D0B2bC701a9,0x21964475f734E36CcBe7c6e2A0A4084BFFe08f24,1,1080,3/25/2025 20:04,1
0xF5a22Ba31E199e1c253049595E49990D2aDe0D7C,0x56272D0F1083b7f7A64f14CF8B4dFaD39232982a,2,1081,3/26/2025 4:35,2
0xB9e797F0ffc163676e63c620011043Db6418bf59,0x56272D0F1083b7f7A64f14CF8B4dFaD39232982a,1,1082,3/26/2025 4:39,1
0x59330C6132F4A022fC34f62a41256d61fe0E8a57,0x56272D0F1083b7f7A64f14CF8B4dFaD39232982a,1,1083,3/26/2025 4:42,1
0x8e43F389491A0566D61cffEf9a676eB2e6F6A66B,0x4724580202B444A4aEEbeBb1ACdAe24280A6bA2d,1,1084,3/26/2025 5:02,1
0x00fdD184B247a96b090d8D01e2d9E00b7C5BD278,0xF5a22Ba31E199e1c253049595E49990D2aDe0D7C,1,1085,3/26/2025 7:17,1
0x1f3525caF5B3C983F4F5EFc5d821d9adFaBFD8d4,0xeB94809b854f52c93125b3A04D54609570953708,1,1086,3/26/2025 7:22,1
0x254621db8Ee4d51f11FE0e06f4053fB5d2FEa75D,0xB9e797F0ffc163676e63c620011043Db6418bf59,1,1087,3/26/2025 7:49,1
0x7aA239A7A62DE8ec2E5c9f6270717013a8b848E5,0x59330C6132F4A022fC34f62a41256d61fe0E8a57,1,1088,3/26/2025 8:22,1
0xEFc2b4a00Fe04Ba00d94b66bE9107945033ba713,0xeB94809b854f52c93125b3A04D54609570953708,1,1089,3/26/2025 9:22,1
0xe3b0917Ce33F5E39Bbff31B0597Ab32Db0938618,0xeAB8782BA0E38a8883128596b63Bb713775007e1,1,1090,3/26/2025 9:28,1
0xF35947E4F9eaC9b7d39f8224a4211D6A28ef21f2,0xeAB8782BA0E38a8883128596b63Bb713775007e1,1,1091,3/26/2025 9:38,1
0x9F511ef37E8130f6a52885cacEFCde9Ff9923ca8,0xF5a22Ba31E199e1c253049595E49990D2aDe0D7C,1,1092,3/26/2025 9:50,1
0xB9C38be0812ff30750ae35f564b54cE33D92524B,0xB9e797F0ffc163676e63c620011043Db6418bf59,1,1093,3/26/2025 9:53,1
0x5AFbC0f19B432301f7DA67F882FEA30B821bd498,0x59330C6132F4A022fC34f62a41256d61fe0E8a57,1,1094,3/26/2025 9:57,1
